PMID||SENTID||STRUCTURED ABSTRACT LABEL|NORMALIZED LABEL/PREDICTION|GOLD|SENTENCE
29952415|ab|9|29952415|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|BMI and blood uric acid are positively correlated to diabetic risk.
29952415|ab|10|29952415|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|The EZSCAN detection system can be used for assessment of pilot's diabetic risk, and has certain significance in a pilot's health identification.
17245746|ab|1|17245746||BACKGROUND|BACKGROUND|Even after decades of clinical use, our ability to quantify wear across total hip replacement implant surfaces is largely limited to single value measurements.
17245746|ab|2|17245746||BACKGROUND|BACKGROUND|The influence of patient factors on wear remains enigmatic.
17245746|ab|3|17245746||OBJECTIVE|OBJECTIVE|This pilot study for the development of three-dimensional laser micrometry (3DLM) introduces an easy, accurate means of 'mapping' and quantifying material removal.
17245746|ab|4|17245746||METHODS|METHODS|A three-dimensional laser micrometer was constructed using a laser micrometer having an accuracy of 0.5 microm.
17245746|ab|5|17245746||METHODS|METHODS|A 3D surface map is triangulated from a point cloud consisting of approximately 140,000 individual points.
17245746|ab|6|17245746||METHODS|METHODS|Comparison to a reference sphere determines radial wear over the entire surface.
17245746|ab|7|17245746||RESULTS|RESULTS|3DLM was able to map and quantify fine scale surface features.
17245746|ab|8|17245746||RESULTS|RESULTS|Even for zirconia on relatively soft ultra-high molecular weight polyethylene, this technique maps the contributions of localized wear at the macroscopic level.
17245746|ab|9|17245746||RESULTS|RESULTS|The 0.5 microm (or greater) accuracy of these lasers allows us to image surfaces with a high degree of confidence.
17245746|ab|10|17245746||CONCLUSIONS|CONCLUSIONS|This analysis lends itself well to automation, and we anticipate that this advance will prove valuable in establishing that each head and cup combination emerging from a given clinical environment has unique wear patterns as observed in this trial data set.
29945098|ab|1|29945098|BACKGROUND|BACKGROUND|BACKGROUND|With the continuing increase in the older population, being able to communicate with the elderly is one of the many important skills in caring for older people.
29945098|ab|2|29945098|BACKGROUND|BACKGROUND|BACKGROUND|Therefore, student nurses need support during education to be prepared with the necessary communication skills to meet these demands.
29945098|ab|3|29945098|OBJECTIVE|OBJECTIVE|OBJECTIVE|The aim of this study was to describe the development of communication skills during nursing education.
29945098|ab|4|29945098|DESIGN|METHODS|METHODS|A quantitative descriptive and comparative study.
29945098|ab|5|29945098|SETTINGS|METHODS|METHODS|The nursing programme at a university in an urban area of Sweden.
29945098|ab|6|29945098|PARTICIPANTS|METHODS|METHODS|Student nurses in the first and third year in a nursing programme in Sweden in 2015.
29945098|ab|7|29945098|METHODS|METHODS|METHODS|Data were collected with a self-efficacy questionnaire and analysed with descriptive and comparative statistics.
29945098|ab|8|29945098|RESULTS|RESULTS|RESULTS|The student nurses in the final semester had a higher self-rated ability to communicate with older people than students in the second semester of the education year.
29945098|ab|9|29945098|RESULTS|RESULTS|RESULTS|There was also a difference in self efficacy between students with or without former experience of health care work or work in care with older persons in the second semester.
29945098|ab|10|29945098|RESULTS|RESULTS|RESULTS|However, these differences were not seen in the final semester.
29945098|ab|11|29945098|RESULTS|RESULTS|RESULTS|The age of the students did not affect the self-efficacy rate in either semester.
29945098|ab|12|29945098|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Student nurses in the present study scored themselves relatively highly, while student nurses in previous studies expressed a need for more communication skills training.
29945098|ab|13|29945098|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Further studies with observations of student nurses' actual communicative skills in clinical and simulations settings are needed, to pinpoint weak spots and targets for such an education.
29957400|ab|1|29957400|OBJECTIVE|OBJECTIVE|OBJECTIVE|This study aimed to evaluate the impact of the secondary cytoreductive surgery on survival parameters in women with platinum-sensitive recurrent ovarian cancer who undergone secondary cytoreduction following chemotherapy compared to women who recieved chemotherapy alone.
29957400|ab|2|29957400|STUDY DESIGN|METHODS|METHODS|In a retrospective study, data were rewieved from women who were diagnosed and treated with ovarian cancer and its primary platinum-sensitive recurrence at the University Hospital Brno in the Czech Republic between November 2009 and March 2016.
29957400|ab|3|29957400|STUDY DESIGN|METHODS|METHODS|Out of the total number of 62 patients with recurrence, 30 women underwent cytoreductive surgery plus chemotherapy and 32 were treated with chemotherapy alone.
29957400|ab|4|29957400|STUDY DESIGN|METHODS|METHODS|The good performance status expressed by ECOG score 0-1, the single site of recurrence regardless of platinum-free interval or multiple sites of recurrence but no carcinomatosis and platinum-free interval >12 months, and no or small-volume ascites (<500ml) were considered inclusion criteria for cytoreductive surgery.
29957400|ab|5|29957400|STUDY DESIGN|METHODS|METHODS|Women not meeting these criteria were treated by chemotherapy alone.
29957400|ab|6|29957400|STUDY DESIGN|METHODS|METHODS|Descriptive statistics, Kaplan-Meier survival curves and Log-Rank test were used for statistical estimations.
29957400|ab|7|29957400|RESULTS|RESULTS|RESULTS|The analysis confirmed more favorable prognosis in patient group treated with a combination secondary cytoreduction and chemotherapy.
29957400|ab|8|29957400|RESULTS|RESULTS|RESULTS|Mean disease-free survival (DFS) was 49.8 months (95% CI; 33.2-66.3) and mean overall survival (OS) stood at 54.0 months (95% CI; 39.4-68.6) in this patient cohort, while in patient group treated with chemotherapy alone it was found that mean DFS was 16.6 months (95% CI; 7.4-25.8) and mean OS stood at 26.2 months (95% CI; 16.6-35.8).
29957400|ab|9|29957400|RESULTS|RESULTS|RESULTS|When testing the difference between survival curves, statistically significant differences were observed in both DFS (p=0.010) and OS (p=0.007) rates between two treatment groups.
29957400|ab|10|29957400|RESULTS|RESULTS|RESULTS|Age < 60 years at the time of recurrence and zero macroscopic residual disease after secondary cytoreduction were identified as favorable prognostic factors for both DFS and OS in a multivariate analysis.
29957400|ab|11|29957400|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Secondary cytoreductive surgery is acceptable as a viable treatment option for highly selected women with ovarian cancer recurrence.
29957400|ab|12|29957400|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Complete resection is considered ultimate goal of secondary cytoreduction on condition that the balance between maximal survival gain and minimal operative morbidity will be kept.
29948069|ab|1|29948069|OBJECTIVES|OBJECTIVE|OBJECTIVE|To evaluate the diagnostic value of MR-derived CT-like images and simulated radiographs compared with conventional radiographs in patients with benign and malignant bone tumors.
29948069|ab|2|29948069|METHODS|METHODS|METHODS|In 32 patients with a benign or malignant bone lesion (mean age 33.9 +/- 18.5 years, 17 females), 3-T MR imaging was performed including a 3D T1-weighted gradient echo sequence as the basis for the CT-like images.
29948069|ab|3|29948069|METHODS|METHODS|METHODS|From these, intensity-inverted MR image volumes were converted into 2D images via a forward projection to obtain simulated radiographs.
29948069|ab|4|29948069|METHODS|METHODS|METHODS|Two radiologists assessed these images as well as conventional radiographs for the type of periosteal reaction, matrix mineralization and destruction pattern.
29948069|ab|5|29948069|METHODS|METHODS|METHODS|Agreement between the modalities was calculated using Cohen's kappa.
29948069|ab|6|29948069|RESULTS|RESULTS|RESULTS|The agreement between conventional radiographs and MR-derived CT-like images in combination with simulated radiographs was substantial (periosteal reaction, kappa = 0.67; destruction pattern, kappa = 0.75), and the sensitivity of both modalities for the final diagnosis of the lesion (aggressive vs. nonaggressive) was high (MR-derived CT-like images, 86.2% vs. conventional radiographs, 90.0%).
29948069|ab|7|29948069|RESULTS|RESULTS|RESULTS|Additional information on soft tissue extension (MR-derived CT-like images, 21.9% vs. conventional radiographs, 12.5%; p = 0.009) and lobulation (9.4% vs. 0%; p < 0.001) was significantly more often found on MR-derived CT-like images compared with conventional radiographs.
29948069|ab|8|29948069|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|The assessment of the destruction patterns, periosteal reaction and distinction between aggressive and nonaggressive tumors was feasible using MR-derived CT-like images and simulated radiographs and is comparable to that of conventional radiographs.
29948069|ab|9|29948069|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Moreover, MR-derived CT-like images provided additional information on soft tissue extension and tumor architecture.
29948069|ab|10|29948069|KEY POINTS|CONCLUSIONS|CONCLUSIONS|* CT-like images and simulated radiographs can be generated from 3D MRI.
29948069|ab|11|29948069|KEY POINTS|CONCLUSIONS|CONCLUSIONS|* Evaluation of bone tumors is feasible with MR-derived images.
29948069|ab|12|29948069|KEY POINTS|CONCLUSIONS|CONCLUSIONS|* CT-like images and simulated radiographs provide additional information on bone tumors.
26038428|ab|1|26038428||BACKGROUND|BACKGROUND|Shigella flexneri is a leading cause of bacterial dysentery in developing countries.
26038428|ab|2|26038428||BACKGROUND|BACKGROUND|Among the 15 known serotypes, four (1b, 3a, 3b and 4b) contain a group 6 epitope due to an acetyl group connected to the O-2 position of rhamnose III on the tetrasaccharide structure of the lipopolysaccharide.
26038428|ab|3|26038428||METHODS|BACKGROUND|O-acetyltransferase encoded by a bacteriophage, Sf6, mediates the acetylation reaction.
26038428|ab|4|26038428||RESULTS|RESULTS|We found that the oac gene in serotype 1b strains was very different from that in serotypes 3a, 3b and 4b strains and is herein after referred to as oac 1b which shares with oac 88%-89% identity at the DNA level and 85% identity at the protein level.
26038428|ab|5|26038428||RESULTS|RESULTS|Considering that S. flexneri strains of serotypes 1-5 share a recent common ancestry, the divergent oac 1b is more likely to have been obtained from outside S. flexneri than to have undergone rapid divergence from the oac gene in the other serotypes (3a, 3b and 4b) within S. flexneri.
26038428|ab|6|26038428||RESULTS|RESULTS|The cloned oac 1b gene was found to perform the same acetylation function as oac.
26038428|ab|7|26038428||RESULTS|RESULTS|Analysis of the genomic regions flanking oac 1b showed that it was present in a prophage on the chromosome and the organizational structure is different from that of phage Sf6.
26038428|ab|8|26038428||RESULTS|RESULTS|Additionally, phage conversion assay showed that serotype 1b cannot be generated by infecting serotype 1a strains with Sf6.
26038428|ab|9|26038428||CONCLUSIONS|CONCLUSIONS|We conclude that oac 1b was carried by a non-Sf6 phage and is uniquely present in serotype 1b.
29956578|ab|1|29956578|PURPOSE|OBJECTIVE|OBJECTIVE|To analyze the renal function and outcome after delayed (>6 hours) endovascular revascularization of acute renal artery occlusion (RAO) in patients with fenestrated-branched endovascular aneurysm repairs (EVARs) or open visceral debranching.
29956578|ab|2|29956578|METHODS|METHODS|METHODS|A single-center retrospective analysis was conducted involving 7 patients (mean age 61 years, range 49-72; 5 women) with 9 RAOs treated with endovascular revascularization between December 2014 and March 2017.
29956578|ab|3|29956578|METHODS|METHODS|METHODS|Three patients had a solitary kidney with chronic renal insufficiency; 1 patient had bilateral occlusions as the acute event.
29956578|ab|4|29956578|METHODS|METHODS|METHODS|Initial aortic surgery included 5 branched and 1 fenestrated EVAR as well as 1 open visceral debranching operation.
29956578|ab|5|29956578|METHODS|METHODS|METHODS|Revascularization of the RAO was performed using aspiration thrombectomy, local lysis therapy, and stent-graft relining.
29956578|ab|6|29956578|METHODS|METHODS|METHODS|The median time between initial aortic surgery and RAO was 10 months (range 0.5-17).
29956578|ab|7|29956578|RESULTS|RESULTS|RESULTS|Median renal ischemic time to revascularization was 24 hours (range 7-168).
29956578|ab|8|29956578|RESULTS|RESULTS|RESULTS|Technical success was 100%, with 1 procedure-related access complication.
29956578|ab|9|29956578|RESULTS|RESULTS|RESULTS|Temporary dialysis dependency occurred in 4 patients.
29956578|ab|10|29956578|RESULTS|RESULTS|RESULTS|Mean in-hospital stay was 17 days (range 7-32) with 1 postoperative death at day 10 due to cardiac arrest of unknown cause.
29956578|ab|11|29956578|RESULTS|RESULTS|RESULTS|Mean follow-up was 10.3 months (range 1.5-27) in 5 of 6 discharged patients.
29956578|ab|12|29956578|RESULTS|RESULTS|RESULTS|During follow-up, 1 reintervention for recurrent occlusion was performed.
29956578|ab|13|29956578|RESULTS|RESULTS|RESULTS|At follow-up imaging, all renal arteries were patent.
29956578|ab|14|29956578|RESULTS|RESULTS|RESULTS|No permanent dialysis dependency occurred.
29956578|ab|15|29956578|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Renal function can be salvaged by delayed revascularization for RAO with prolonged renal ischemia.
29956578|ab|16|29956578|CONCLUSION|CONCLUSIONS|CONCLUSIONS|The endovascular approach with aspiration thrombectomy, local lysis, and stent-graft relining is a feasible technique for revascularization after RAO in patients with fenestrated-branched EVAR or open visceral debranching.
29954363|ab|1|29954363|BACKGROUND|BACKGROUND|BACKGROUND|Little is known regarding real-world health outcomes data among US psoriasis patients, but electronic health records (EHR) that collect structured data at point-of-care may provide opportunities to investigate real-world health outcomes among psoriasis patients.
29954363|ab|2|29954363|BACKGROUND|BACKGROUND|OBJECTIVE|Our objective was to investigate patient-perceived treatment effectiveness, patterns of medication use (duration, switching, and/or discontinuation), healthcare resource utilization, and medication costs using real-world data from psoriasis patients.
29954363|ab|3|29954363|METHODS|METHODS|METHODS|Data for adults (>/=18-years) with a dermatology provider-given diagnosis of psoriasis from 9/2014-9/2015 were obtained from dermatology practices using a widely used US dermatology-specific EHR containing over 500,000 psoriasis patients.
29954363|ab|4|29954363|METHODS|METHODS|METHODS|Disease severity was captured by static physician's global assessment and body surface area.
29954363|ab|5|29954363|METHODS|METHODS|METHODS|Patient-perceived treatment effectiveness was assessed by a pre-defined question.
29954363|ab|6|29954363|METHODS|METHODS|METHODS|Treatment switching and duration were documented.
29954363|ab|7|29954363|METHODS|METHODS|METHODS|Reasons for discontinuations were assessed using pre-defined selections.
29954363|ab|8|29954363|METHODS|METHODS|METHODS|Healthcare resource utilization was defined by visit frequency and complexity.
29954363|ab|9|29954363|RESULTS|RESULTS|RESULTS|From 82,621 patients with psoriasis during the study period, patient-perceived treatment effectiveness was investigated in 2200 patients.
29954363|ab|10|29954363|RESULTS|RESULTS|RESULTS|The proportion of patients reporting "strongly agree" when asked if their treatment was effective was highest for biologics (73%) and those reporting treatment adherence (55%).
29954363|ab|11|29954363|RESULTS|RESULTS|RESULTS|In 16,000 patients who received oral systemics and 21,087 patients who received biologics, median treatment duration was longer for those who received biologics (160 vs. 113 days, respectively).
29954363|ab|12|29954363|RESULTS|RESULTS|RESULTS|Treatment switching was less frequent among patients on systemic monotherapies compared to those on combination therapies.
29954363|ab|13|29954363|RESULTS|RESULTS|RESULTS|The most common reason for discontinuing biologics was loss of efficacy; the most common reason for discontinuing orals was side effects.
29954363|ab|14|29954363|RESULTS|RESULTS|RESULTS|In 28,754 patients, higher disease severity was associated with increased healthcare resource utilization (increased visit frequency and complexity).
29954363|ab|15|29954363|RESULTS|RESULTS|RESULTS|When compared between treatment groups (n = 10,454), healthcare resource utilization was highest for phototherapy.
29954363|ab|16|29954363|RESULTS|RESULTS|RESULTS|Annual medication costs were higher for biologics ($21,977) than oral systemics ($3413).
29954363|ab|17|29954363|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Real-world research using a widely implemented dermatology EHR provided valuable insights on patient perceived treatment effectiveness, patterns of medication usage, healthcare resource utilization, and medication costs for psoriasis patients in the US.
29954363|ab|18|29954363|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|This study and others utilizing EHRs for real-world research may assist clinical and payer decisions regarding the management of psoriasis.
29875873|ab|1|29875873|BACKGROUND|BACKGROUND|BACKGROUND|Patient safety (PS) is one of the essential elements of health care quality and a priority of healthcare systems in most countries.
29875873|ab|2|29875873|BACKGROUND|BACKGROUND|BACKGROUND|Thus the creation of validated instruments and the implementation of systems that measure patient safety are considered to be of great importance worldwide.
29875873|ab|3|29875873|AIM|OBJECTIVE|OBJECTIVE|The present paper aims to illustrate the process of linguistic validation, cross-cultural verification and adaptation of the Bulgarian version of the Hospital Survey on Patient Safety Culture (B-HSOPSC) and its test-retest reliability.
29875873|ab|4|29875873|METHODS|METHODS|METHODS|The study design is cross-sectional.
29875873|ab|5|29875873|METHODS|METHODS|METHODS|The HSOPSC questionnaire consists of 42 questions, grouped in 12 different subscales that measure patient safety culture.
29875873|ab|6|29875873|METHODS|METHODS|METHODS|Internal con-sistency was assessed using Cronbach's alpha.
29875873|ab|7|29875873|METHODS|METHODS|METHODS|The Wilcoxon signed-rank test and the split-half method were used; the Spear-man-Brown coefficient was calculated.
29875873|ab|8|29875873|RESULTS|RESULTS|RESULTS|The overall Cronbach's alpha for B-HSOPSC is 0.918.
29875873|ab|9|29875873|RESULTS|RESULTS|RESULTS|Subscales 7 Staffing and 12 Overall perceptions of safety had the lowest coefficients.
29875873|ab|10|29875873|RESULTS|RESULTS|RESULTS|The high reliability of the instrument was confirmed by the Split-half method (0.97) and ICC-coefficient (0.95).
29875873|ab|11|29875873|RESULTS|RESULTS|RESULTS|The lowest values of Spearmen-Broun coefficients were found in items A13 and A14.
29875873|ab|12|29875873|CONCLUSION|CONCLUSIONS|CONCLUSIONS|The study offers an analysis of the results of the linguistic validation of the B-HSOPSC and its test-retest reliability.
29875873|ab|13|29875873|CONCLUSION|CONCLUSIONS|CONCLUSIONS|The psychometric characteristics of the questions revealed good validity and reliability, except two questions.
29875873|ab|14|29875873|CONCLUSION|CONCLUSIONS|CONCLUSIONS|In the future, the instrument will be administered to the target population in the main study so that the psychometric properties of the instrument can be verified.
29902211|ab|1|29902211|BACKGROUND|BACKGROUND|BACKGROUND|Family therapy is a potential strategy to increase family support for those suffering from perinatal depression.
29902211|ab|2|29902211|BACKGROUND|BACKGROUND|BACKGROUND|Family therapeutic interventions for this population typically target depressed women and their adult family members to improve family functioning and reduce depressive symptoms.
29902211|ab|3|29902211|OBJECTIVE|OBJECTIVE|OBJECTIVE|This systematic review and meta-analysis is a synthesis of the current evidence on the usefulness of family therapy interventions in the prevention and treatment of perinatal depression and impacts on maternal depressive symptoms and family functioning.
29902211|ab|4|29902211|METHODS|METHODS|METHODS|This study used the Cochrane Collaboration guidelines for systematic reviews and meta-analyses.
29902211|ab|5|29902211|METHODS|METHODS|METHODS|Six electronic databases were searched for randomized controlled trials and cluster randomized trials.
29902211|ab|6|29902211|METHODS|METHODS|METHODS|The primary outcomes included maternal depressive symptoms and family functioning.
29902211|ab|7|29902211|RESULTS|RESULTS|METHODS|Seven studies were included in the qualitative and quantitative analyses.
29902211|ab|8|29902211|RESULTS|RESULTS|RESULTS|Fixed effects models showed statistically significant reductions in depressive symptoms at post-intervention in intervention group mothers.
29902211|ab|9|29902211|RESULTS|RESULTS|RESULTS|Intervention intensity and level of family involvement moderated intervention impacts on maternal depression.
29902211|ab|10|29902211|RESULTS|RESULTS|RESULTS|A fixed effects model showed a trend in improving family functioning at post-intervention in intervention group couples.
29902211|ab|11|29902211|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Although a limited number of controlled trials on family therapeutic interventions for this population exist, the findings show that these types of interventions are effective in both the prevention and treatment of perinatal depression.
29902211|ab|12|29902211|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Recommendations for future research are addressed.
29902211|ab|13|29902211|CONCLUSION|CONCLUSIONS|NONE|SYSTEMATIC REVIEW AND META-ANALYSIS  PROSPERO, CRD42017075150.
21423523|ab|1|21423523||BACKGROUND|BACKGROUND|A computationally rich algorithm of synaptic plasticity has been proposed based on the experimental observation that the sign and amplitude of the change in synaptic weight is dictated by the temporal order and temporal contiguity between pre- and postsynaptic activities.
21423523|ab|2|21423523||BACKGROUND|BACKGROUND|For more than a decade, this spike-timing-dependent plasticity (STDP) has been studied mainly in brain slices of different brain structures and cultured neurons.
21423523|ab|3|21423523||BACKGROUND|BACKGROUND|Although not yet compelling, evidences for the STDP rule in the intact brain, including primary sensory cortices, have been provided lastly.
21423523|ab|4|21423523||RESULTS|RESULTS|From insects to mammals, the presentation of precisely timed sensory inputs drives synaptic and functional plasticity in the intact central nervous system, with similar timing requirements than the in vitro defined STDP rule.
21423523|ab|5|21423523||RESULTS|RESULTS|The convergent evolution of this plasticity rule in species belonging to so distant phylogenic groups points to the efficiency of STDP, as a mechanism for modifying synaptic weights, as the basis of activity-dependent development, learning and memory.
21423523|ab|6|21423523||CONCLUSIONS|CONCLUSIONS|In spite of the ubiquity of STDP phenomena, a number of significant variations of the rule are observed in different structures, neuronal types and even synapses on the same neuron, as well as between in vitro and in vivo conditions.
21423523|ab|7|21423523||CONCLUSIONS|CONCLUSIONS|In addition, the state of the neuronal network, its ongoing activity and the activation of ascending neuromodulatory systems in different behavioral conditions have dramatic consequences on the expression of spike-timing-dependent synaptic plasticity, and should be further explored.
24502923|ab|1|24502923||BACKGROUND|BACKGROUND|Oligodendrocyte progenitor cells (OPCs) have the ability to divide or to growth arrest and differentiate into myelinating oligodendrocytes in the developing brain.
24502923|ab|2|24502923||BACKGROUND|BACKGROUND|Due to their high number and the persistence of their proliferative capacity in the adult brain, OPCs are being studied as potential targets for myelin repair and also as a potential source of brain tumors.
24502923|ab|3|24502923||OBJECTIVE|OBJECTIVE|This study addresses the molecular mechanisms regulating the transcriptional changes occurring at the critical transition between proliferation and cell cycle exit in cultured OPCs.
24502923|ab|4|24502923||METHODS|METHODS|Using bioinformatic analysis of existing datasets, we identified c-Myc as a key transcriptional regulator of this transition and confirmed direct binding of this transcription factor to identified target genes using chromatin immunoprecipitation.
24502923|ab|5|24502923||RESULTS|RESULTS|The expression of c-Myc was elevated in proliferating OPCs, where it also bound to the promoter of genes involved in cell cycle regulation (i.e. Cdc2) or chromosome organization (i.e. H2afz).
24502923|ab|6|24502923||RESULTS|RESULTS|Silencing of c-Myc was associated with decreased histone acetylation at target gene promoters and consequent decrease of gene transcripts. c-Myc silencing also induced a global increase of repressive histone methylation and premature peripheral nuclear chromatin compaction while promoting the progression towards differentiation.
24502923|ab|7|24502923||CONCLUSIONS|CONCLUSIONS|We conclude that c-Myc is an important modulator of the transition between proliferation and differentiation of OPCs, although its decrease is not sufficient to induce progression into a myelinating phenotype.
25114527|ab|1|25114527||OBJECTIVE|OBJECTIVE|The potential of boron-containing lipids with three different structures, which were intended for use in boron neutron capture therapy, was investigated.
25114527|ab|2|25114527||OBJECTIVE|BACKGROUND|All three types of boron lipids contained the anionic dodecaborate cluster as the headgroup.
25114527|ab|3|25114527||METHODS|METHODS|Their effects on two different tumor models in mice following intravenous injection were tested; for this, liposomes with boron lipid, distearoyl phosphatidylcholine, and cholesterol as helper lipids, and containing a polyethylene glycol lipid for steric protection, were administered intravenously into tumor-bearing mice (C3H mice for SCCVII squamous cell carcinoma and BALB/c mice for CT26/WT colon carcinoma).
25114527|ab|4|25114527||RESULTS|RESULTS|With the exception of one lipid (B-THF-14), the lipids were well tolerated, and no other animal was lost due to systemic toxicity.
25114527|ab|5|25114527||RESULTS|RESULTS|The lipid which led to death was not found to be much more toxic in cell culture than the other boron lipids.
25114527|ab|6|25114527||RESULTS|RESULTS|All of the lipids that were well tolerated showed hemorrhage in both tumor models within a few hours after administration.
25114527|ab|7|25114527||RESULTS|RESULTS|The hemorrhage could be seen by in vivo magnetic resonance and histology, and was found to occur within a few hours.
25114527|ab|8|25114527||CONCLUSIONS|RESULTS|The degree of hemorrhage depended on the amount of boron administered and on the tumor model.
25114527|ab|9|25114527||CONCLUSIONS|CONCLUSIONS|The observed unwanted effect of the lipids precludes their use in boron neutron capture therapy.
27403247|ab|1|27403247||BACKGROUND|BACKGROUND|A two-day-old male neonate was inadvertently immunized with 20-times the recommended dose of Bacillus Calmette-Guerin (BCG) vaccine (1.0 ml instead of 0.05 ml).
27403247|ab|2|27403247||BACKGROUND|RESULTS|Examination of the neonate after one day revealed no signs of local reaction at the site of injection or systemic manifestation.
27403247|ab|3|27403247||METHODS|RESULTS|However, nine days later, he developed a swelling (4 x 3 cm) at the site of injection without any enlargement of the lymph node, pallor, or jaundice.
27403247|ab|4|27403247||RESULTS|METHODS|A needle aspiration of the swelling was done and sent for culture.
27403247|ab|5|27403247||RESULTS|RESULTS|The culture showed the BCG strain only.
27403247|ab|6|27403247||RESULTS|RESULTS|The infant was not started on antituberculosis medication, due to the absence of symptoms suggestive of systemic disease.
27403247|ab|7|27403247||RESULTS|RESULTS|There were no other complications up to the age of 18 months.
27403247|ab|8|27403247||CONCLUSIONS|CONCLUSIONS|The case highlights the importance of administering the correct dose and using the appropriate technique of the BCG vaccine, and explains the management options to prevent local and systematic complications that may occur due to overdose.
28422004|ab|1|28422004||BACKGROUND|BACKGROUND|International case definitions recommended by the Centers for Disease Control and Prevention (CDC), the European Centre for Disease Prevention and Control (ECDC), and the World Health Organization (WHO) are commonly used for influenza surveillance.
28422004|ab|2|28422004||OBJECTIVE|METHODS|We evaluated clinical factors associated with the laboratory-confirmed diagnosis of influenza and the performance of these influenza case definitions by using a complete dataset of 14,994 patients with acute respiratory infection (ARI) from whom a specimen was collected between August 2009 and April 2014 by the Groupes Regionaux d'Observation de la Grippe (GROG), a French national influenza surveillance network.
28422004|ab|3|28422004||METHODS|RESULTS|Cough and fever >/= 39 degrees C most accurately predicted an influenza infection in all age groups.
28422004|ab|4|28422004||RESULTS|RESULTS|Several other symptoms were associated with an increased risk of influenza (headache, weakness, myalgia, coryza) or decreased risk (adenopathy, pharyngitis, shortness of breath, otitis/otalgia, bronchitis/ bronchiolitis), but not throughout all age groups.
28422004|ab|5|28422004||RESULTS|RESULTS|The WHO case definition for influenza-like illness (ILI) had the highest specificity with 21.4%, while the ECDC ILI case definition had the highest sensitivity with 96.1%.
28422004|ab|6|28422004||CONCLUSIONS|CONCLUSIONS|The diagnosis among children younger than 5 years remains challenging.
28422004|ab|7|28422004||CONCLUSIONS|CONCLUSIONS|The study compared the performance of clinical influenza definitions based on outpatient surveillance and will contribute to improving the comparability of data shared at international level.
18639469|ab|1|18639469||BACKGROUND|BACKGROUND|Cognitive models of reading predict that high frequency regular words can be read in more than one way.
18639469|ab|2|18639469||OBJECTIVE|METHODS|We investigated this hypothesis using functional MRI and covariance analysis in 43 healthy skilled readers.
18639469|ab|3|18639469||METHODS|RESULTS|Our results dissociated two sets of regions that were differentially engaged across subjects who were reading the same familiar words.
18639469|ab|4|18639469||RESULTS|RESULTS|Some subjects showed more activation in left inferior frontal and anterior occipito-temporal regions while other subjects showed more activation in right inferior parietal and left posterior occipito-temporal regions.
18639469|ab|5|18639469||OBJECTIVE|METHODS|To explore the behavioural correlates of these systems, we measured the difference between reading speed for irregularly spelled words relative to pseudowords outside the scanner in fifteen of our subjects and correlated this measure with fMRI activation for reading familiar words.
18639469|ab|6|18639469||RESULTS|RESULTS|The faster the lexical reading the greater the activation in left posterior occipito-temporal and right inferior parietal regions.
18639469|ab|7|18639469||RESULTS|RESULTS|Conversely, the slower the lexical reading the greater the activation in left anterior occipito-temporal and left ventral inferior frontal regions.
18639469|ab|8|18639469||RESULTS|CONCLUSIONS|Thus, the double dissociation in irregular and pseudoword reading behaviour predicted the double dissociation in neuronal activation for reading familiar words.
18639469|ab|9|18639469||CONCLUSIONS|CONCLUSIONS|We discuss the implications of these results which may be important for understanding how reading is learnt in childhood or re-learnt following brain damage in adulthood.
29953695|ab|1|29953695|BACKGROUND|BACKGROUND|BACKGROUND|Supporting an adult with autism spectrum disorder (ASD) can be associated with family stress but also with personal growth and resilience.
29953695|ab|2|29953695|BACKGROUND|BACKGROUND|BACKGROUND|Research providing insight into how typically developing siblings make sense of their unique sibling relationships in adulthood remains limited.
29953695|ab|3|29953695|METHOD|METHODS|OBJECTIVE|Using interpretative phenomenological analysis, this study explored subjective experiences of eight siblings of adults with ASD and co-occurring intellectual disability.
29953695|ab|4|29953695|RESULTS|RESULTS|RESULTS|Analysis of interview transcripts revealed a complex lived experience explained by the overarching theme "engaging with and navigating limbo", which was characterized by commitment to the sibling relationship, power tensions in the family, uncertainty about the future and negotiating the tension between relational closeness and distance.
29953695|ab|5|29953695|CONCLUSION|CONCLUSIONS|RESULTS|Using family systems theory, overregulation and closed communication emerged as processes relevant to families living with ASD.
29953695|ab|6|29953695|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Clinical opportunities to support family communication, change tolerance and belonging are discussed.
29935405|ab|1|29935405|BACKGROUND|BACKGROUND|BACKGROUND|Small group work is an effective teaching-learning approach in nursing education to enhance students' learning in theoretical knowledge and skill development.
